id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text,translated_text
100023,es,@touronja lol yo me metí en un lío con esa comunidad de cosplay porque alguien vio sin contexto mi story defendiendo una pana who has being harassed y yo diciendo que el bully se copió de sus cosplays y fue ella a fb a ridiculizarme porque “los cosplays no se pueden copiar”,6,"['Annotator_91', 'Annotator_92', 'Annotator_93', 'Annotator_94', 'Annotator_95', 'Annotator_96']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Mexico', 'Chile', 'United Kingdom', 'Spain', 'Portugal', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'YES', 'YES']","['-', '-', '-', '-', 'REPORTED', 'DIRECT']","[['-'], ['-'], ['-'], ['-'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,lol yo me metí en un lío con esa comunidad de cosplay porque alguien vio sin contexto mi story defendiendo una pana who has being harassed y yo diciendo que el bully se copió de sus cosplays y fue ella a fb a ridiculizarme porque los cosplays no se pueden copiar,lol I got into a mess with that cosplay community because someone saw without context my story defending a pana who has been being harassed and me saying that the bully copied from their cosplays and went to fb to ridicule me because cosplays can't be copied
100024,es,"Hay hembras de colibrí de cuello blanco (Florisuga mellivora) que adoptan una coloración similar al plumaje de los machos para evitar a los machos más agresivos. De esta forma, escapan de sus intentos de seducción y tienen más tiempo para alimentarse.https://t.co/MxbN4RyUMP",6,"['Annotator_13', 'Annotator_14', 'Annotator_15', 'Annotator_16', 'Annotator_17', 'Annotator_18']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Chile', 'Spain', 'Spain', 'Portugal', 'Spain']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,"hay hembras de colibrí de cuello blanco florisuga mellivora que adoptan una coloración similar al plumaje de los machos para evitar a los machos más agresivos. de esta forma, escapan de sus intentos de seducción y tienen más tiempo para alimentarse.","There are female hummingbirds with white collar florisuga mellivora who adopt a coloration similar to the plumage of males to avoid the more aggressive males. in this way, they escape their attempts at seduction and have more time to feed themselves."
100025,es,"@myglookhere las mujeres no deberíamos vivir con miedo, tienen todo mí apoyo las army de Bangladesh WE STAND WITH BANGLADESH ARMYS AND ALL YOUNG WOMEN BEING HARASSED EVERYDAY. #EndViolence",6,"['Annotator_97', 'Annotator_98', 'Annotator_99', 'Annotator_100', 'Annotator_101', 'Annotator_102']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Argentina', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Spain']","['YES', 'NO', 'NO', 'YES', 'YES', 'NO']","['JUDGEMENTAL', '-', '-', 'JUDGEMENTAL', 'JUDGEMENTAL', '-']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,"las mujeres no deberíamos vivir con miedo, tienen todo mí apoyo las army de bangladesh we stand with bangladesh armys and all young women being harassed everyday. endviolence","women should not live in fear, have all my support the army of bangladesh we stand with bangladesh armys and all young women being harassed everyday. endviolence"
100026,es,"Ya son las 00:00 en arabia, por favor difundan para que todas las chicas sean encontradas, mientras más tarde puede ser más peligroso.   if you are missing or you are being harassed enter this space#الكونسرت_الحزينhttps://t.co/E5JXXiFQqy",6,"['Annotator_103', 'Annotator_104', 'Annotator_105', 'Annotator_106', 'Annotator_107', 'Annotator_108']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Less than high school diploma']","['Mexico', 'Spain', 'Italy', 'Spain', 'United Kingdom', 'Chile']","['NO', 'NO', 'YES', 'YES', 'NO', 'YES']","['-', '-', 'REPORTED', 'REPORTED', '-', 'JUDGEMENTAL']","[['-'], ['-'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE']]",TRAIN_ES,"ya son las 0000 en arabia, por favor difundan para que todas las chicas sean encontradas, mientras más tarde puede ser más peligroso. if you are missing or you are being harassed enter this space","It is already the 0000 in Arabic, please spread so that all the girls are found, while later it may be more dangerous. if you are missing or you are being harassed enter this space"
100027,es,"Y’all really harassed this person por algo tan inofensivo lmao, a la verdad que no tienen empatía https://t.co/71oH3vI0nu",6,"['Annotator_37', 'Annotator_38', 'Annotator_39', 'Annotator_40', 'Annotator_41', 'Annotator_42']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'other', 'Bachelor’s degree']","['United States', 'Mexico', 'Venezuela', 'Spain', 'Spain', 'Mexico']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","['-', '-', 'DIRECT', '-', '-', '-']","[['-'], ['-'], ['SEXUAL-VIOLENCE'], ['-'], ['-'], ['-']]",TRAIN_ES,"yall really harassed this person por algo tan inofensivo lmao, a la verdad que no tienen empatía","yall really harassed this person for something so harmless Immao, actually they don't have empathy"
100028,es,"@ShahidForChange @TeamPelosi Quiet, sexist ^%$#.https://t.co/6GqlfIKeE3",6,"['Annotator_109', 'Annotator_110', 'Annotator_111', 'Annotator_112', 'Annotator_113', 'Annotator_114']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Chile', 'Mexico', 'United States', 'Spain', 'Colombia', 'Spain']","['YES', 'NO', 'NO', 'YES', 'YES', 'YES']","['JUDGEMENTAL', '-', '-', 'DIRECT', 'DIRECT', 'DIRECT']","[['STEREOTYPING-DOMINANCE'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"quiet, sexist .","Quiet, sexist."
100029,es,Fuentes: 👇🏻👨🏽‍💻https://t.co/iLQIKX2hne https://t.co/YpGSK9HrQT ¡Fin del Hilo!Conoce más sobre tu derecho a creer en:  https://t.co/7wPIekT5d2,6,"['Annotator_109', 'Annotator_110', 'Annotator_111', 'Annotator_112', 'Annotator_113', 'Annotator_114']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Chile', 'Mexico', 'United States', 'Spain', 'Colombia', 'Spain']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,fuentes fin del hilo!conoce más sobre tu derecho a creer en,end of thread sources! know more about your right to believe in
100030,es,"@Quora Is a great example of this, they don't care if I have being supplanted, harassed or else, even with evidence the problem was me. Por supuesto en Quora español. Hay 1 tipo con cientos de cuentas ofensivas y sigue ahí. Y el clonador de cuentas... https://t.co/cRNZ0VNnUn https://t.co/oQnHzyOrsN",6,"['Annotator_109', 'Annotator_110', 'Annotator_111', 'Annotator_112', 'Annotator_113', 'Annotator_114']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Chile', 'Mexico', 'United States', 'Spain', 'Colombia', 'Spain']","['YES', 'YES', 'NO', 'YES', 'NO', 'NO']","['REPORTED', 'REPORTED', '-', 'REPORTED', '-', '-']","[['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['-'], ['OBJECTIFICATION'], ['-'], ['-']]",TRAIN_ES,"is a great example of this, they dont care if i have being supplanted, harassed or else, even with evidence the problem was me. por supuesto en quora español. hay 1 tipo con cientos de cuentas ofensivas y sigue ahí. y el clonador de cuentas...","is a great example of this, they dont care if i have been supplanted, harassed or else, even with evidence the problem was me. of course in Spanish quora. there is 1 guy with hundreds of offensive accounts and he's still there. and the accounts cloner..."
100031,es,this artist is only 20. that is so young to be harassed like this. no les dan vergüenza hablar tan mal de alguien tan joven? regardless of what the original convo was about la anti negritud de mestizos y blancos en la diáspora y en latinoamérica es algo asqueroso.,6,"['Annotator_109', 'Annotator_110', 'Annotator_111', 'Annotator_112', 'Annotator_113', 'Annotator_114']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Chile', 'Mexico', 'United States', 'Spain', 'Colombia', 'Spain']","['YES', 'NO', 'NO', 'YES', 'NO', 'NO']","['JUDGEMENTAL', '-', '-', 'DIRECT', '-', '-']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-']]",TRAIN_ES,this artist is only 20. that is so young to be harassed like this. no les dan vergüenza hablar tan mal de alguien tan joven? regardless of what the original convo was about la anti negritud de mestizos y blancos en la diáspora y en latinoamérica es algo asqueroso.,This artist is only 20. that is so young to be harassed like this. they are not ashamed to speak so badly of someone so young? regardless of what the original convo was about the anti-blackness of mestizos and whites in the diaspora and in Latin America is something disgusting.
100032,es,"@Lolailo11484296 @ArantzaFernndez @JliaArnau1 @PabloEchenique Ay, se me olvidaban las pruebas, por aquello de no hablar sobre invenciones como tú. https://t.co/hY0UqdGbsrhttps://t.co/u1DDP6x0dn https://t.co/Pz0CVbKQcAHasta otra.",6,"['Annotator_61', 'Annotator_62', 'Annotator_63', 'Annotator_64', 'Annotator_65', 'Annotator_66']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Mexico', 'United States', 'Portugal', 'Spain']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']","['-', '-', '-', '-', '-', 'DIRECT']","[['-'], ['-'], ['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,"ay, se me olvidaban las pruebas, por aquello de no hablar sobre invenciones como tú. otra.","Oh, I forgot the evidence, so I didn't talk about inventions like you."
100033,es,"She harassed the Senator, así que váyanse a mamar. https://t.co/XFHzXpPzQx",6,"['Annotator_67', 'Annotator_68', 'Annotator_69', 'Annotator_70', 'Annotator_71', 'Annotator_72']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Spain', 'Spain', 'Dominican Republic', 'Portugal', 'Italy', 'Spain']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']","['-', '-', '-', 'JUDGEMENTAL', 'JUDGEMENTAL', '-']","[['-'], ['-'], ['-'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,"she harassed the senator, así que váyanse a mamar.","She harassed the senator, so go suck."
100034,es,"#EEUU Documentos desclasificados revelan que misteriosos drones -en julio de 2019- ""acosaron"" a buques de guerra yanquis en las costas de California. #FOIA #MysteriousDrones #Harassed #US #Navy #Warships #OffCalifornia https://t.co/VsPJCyOldN",6,"['Annotator_79', 'Annotator_80', 'Annotator_81', 'Annotator_82', 'Annotator_83', 'Annotator_84']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Peru', 'Spain', 'Peru', 'Italy', 'Spain', 'Mexico']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","['-', '-', '-', 'JUDGEMENTAL', '-', '-']","[['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['-'], ['-']]",TRAIN_ES,eeuu documentos desclasificados revelan que misteriosos drones en julio de 2019 acosaron a buques de guerra yanquis en las costas de california. foia mysteriousdrones harassed us navy warships offcalifornia,eeuu declassified documents reveal that mysterious drones in July 2019 harassed U.S. warships on the coasts of California. foia mysteriousdrones harassed us navy wars offcalifornia
100035,es,"Devastador, pero con crítica constructiva:  Chris Cuomo Sexually Harassed Me. I Hope He’ll Use His Power to Make Change. https://t.co/R3qNK1VkbB",6,"['Annotator_49', 'Annotator_50', 'Annotator_51', 'Annotator_52', 'Annotator_53', 'Annotator_54']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Chile', 'Mexico', 'Portugal', 'Spain']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","['-', '-', '-', 'JUDGEMENTAL', '-', '-']","[['-'], ['-'], ['-'], ['OBJECTIFICATION'], ['-'], ['-']]",TRAIN_ES,"devastador, pero con crítica constructiva chris cuomo sexually harassed me. i hope hell use his power to make change.","devastating, but with constructive criticism chris cuomo sexually harassed me. i hope hell use his power to make change."
100036,es,@Harassed_girl loca d mierda en k momento,6,"['Annotator_115', 'Annotator_116', 'Annotator_117', 'Annotator_118', 'Annotator_119', 'Annotator_120']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Poland', 'Mexico', 'Chile', 'Italy', 'United Kingdom', 'Spain']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","['DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', '-']","[['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['-']]",TRAIN_ES,loca d mierda en k momento,Crazy d fuck in k moment
100037,es,"@GeoLRB @DayalaEC @mirrorgene El chico Sandman, d escuela católica que viajó a Washington con un grupo de compañeros y fueron harassed y atacados x Black Israelites(secta) y un nativo americano,, y que CNN etc. Dijeron que fie al revés, causando expulsiones, amenazas de muerte etc. Aprox 100 millones ganó",6,"['Annotator_73', 'Annotator_74', 'Annotator_75', 'Annotator_76', 'Annotator_77', 'Annotator_78']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Mexico', 'Spain', 'Portugal', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,"el chico sandman, d escuela católica que viajó a washington con un grupo de compañeros y fueron harassed y atacados x black israelitessecta y un nativo americano,, y que cnn etc. dijeron que fie al revés, causando expulsiones, amenazas de muerte etc. aprox 100 millones ganó","the boy sandman, from Catholic school who traveled to Washington with a group of companions and were harassed and attacked x black Israelitessecta and a Native American, and that cnn etc. said that faith backwards, causing expulsions, death threats etc. approx. 100 million won"
